sku,brand,name,would_fix_by_map,map_primary
HU69695,HUNTER,Collar Inari Alu - Strong,no,
PT05063RJ,RED DINGO,Petral No-Pull,no,
PT05044SPA,RED DINGO,Petral Style,no,
JU04122,KONG,KONG Classic with Rope,no,
CL03051MO,RED DINGO,Collar liso extra-ancho,no,
HU69818,HUNTER,Arnés Hilo Comfort,no,
CR05013AM,RED DINGO,Correa lisa,no,
HU204958,HUNTER,Comedero Cerámica Osby,no,
HU204874,HUNTER,Comedero Chester,no,
HU208554,HUNTER,COLLAR HAVANNA 40/S PLASTIC TAUPE/SMOKY BLUE,no,
HU69666,HUNTER,Abrigo Milford,no,
PT05021TQ,RED DINGO,Petral liso,no,
MFE033952,MEN FOR SAN,Spray antiinsectos y repelente para caballos,no,
PT05023FX,RED DINGO,Petral liso,no,
COA11140A,COMPANY OF ANIMALS,Bozal halti headcollar,no,
CL05041SPA,RED DINGO,Collar Style,no,
HU67868,HUNTER,Pullover Malmö,no,
PT05060NE,RED DINGO,Petral No-Pull,no,
JU03299,KONG,KONG Wobbler,no,
CA04000BL,DGS,Dirty dog doormat,no,
HU66644,HUNTER,Arnés Hilo Comfort,no,
CA04005BL,DGS,Dirty dog doormat,no,
KVP0150,KVP,EZ Soft,no,
COA47114A,COMPANY OF ANIMALS,Halti anatomy arnés burdeos,no,
HU69692,HUNTER,Collar Inari Alu - Strong,no,
CL05013AM,RED DINGO,Collar liso perro,no,
HU66668,HUNTER,Collar Hilo Vario Basic,no,
JU04146,KONG,KONG Wubba Comet,no,
PT05020TQ,RED DINGO,Petral liso,no,
HU68139,HUNTER,Arnés London Comfort Marrón,no,
HU201766,HUNTER,Arnés Divo Up,no,
JU03440,KONG,KONG Squeezz Ball,no,
CL05011RO,RED DINGO,Collar liso perro,no,
PT05063FX,RED DINGO,Petral No-Pull,no,
COA47200A,COMPANY OF ANIMALS,Halti anatomy correa multiposición,no,
CU00101,3 CLAVELES,Tijera classic acero Inoxidable,no,
HU200290,HUNTER,Cama Rockford,no,
CR05011RJ,RED DINGO,Correa lisa,no,
KVP0153,KVP,EZ Soft,no,
COA90313A,PET HEAD,Ditch the Dirt champú,no,
CR05043PIR,RED DINGO,Correa Style,no,
HU68061,HUNTER,Arnés London Comfort Lima,no,
JU03456,KONG,KONG Tires,no,
HU201772,HUNTER,Arnés Divo Up,no,
PT05021AM,RED DINGO,Petral liso,no,
JU00784,SPRENGER,Sprenger dog toy cushion m 25x17cm,no,
PT05050GR,RED DINGO,Petral acolchado Red Dingo,no,
JU03093,KONG,KONG Stuff-A-Ball,no,
HU208431,HUNTER,COLLAR HAVANNA 40-55/L PLASTIC BLACK,no,
PT05024RJ,RED DINGO,Petral liso,no,
HU69797,HUNTER,Arnés Hilo Comfort,no,
KVP0142,KVP,Bite Free,no,
PT05042SCG,RED DINGO,Petral Style,no,
HU63132,HUNTER,Collar Convenience,no,
COA18421ZG2,COMPANY OF ANIMALS,Halti training lead,no,
CD00103VE20,UNITED PETS,Recambio Bon Ton Nano,no,
HU69787,HUNTER,Arnés Hilo Comfort,no,
HU67264,HUNTER,Collar Aalborg Special,no,
HU204859,HUNTER,Comedero Mayfair,no,
CR05018MO,RED DINGO,Correa lisa multiposición,no,
PT05043SPA,RED DINGO,Petral Style,no,
CL00544,SPRENGER,Collar eslabón retorcido,no,
HU208458,HUNTER,COLLAR HAVANNA 60/L PLASTIC GREIGE,no,
COA47102A,COMPANY OF ANIMALS,Halti anatomy arnés gris,no,
JU04375,KONG,KONG Signature Stick L,no,
HU68922,HUNTER,Collar Convenience,no,
PT05060TQ,RED DINGO,Petral No-Pull,no,
COA47108A,COMPANY OF ANIMALS,Halti anatomy arnés turquesa,no,
HU61189,HUNTER,Collar Softie,no,
COA47310ZG1,COMPANY OF ANIMALS,ANATOMY COLLAR BURDEOS M,no,
COA90113A,PET HEAD,Sensitive Soul champú,no,
HU201778,HUNTER,Correa Divo Up,no,
HU69499,HUNTER,Pullover Malmö,no,
KVP0002,KVP,Betsy Collar,no,
HU67260,HUNTER,Collar Aalborg Special,no,
PT05060MO,RED DINGO,Petral No-Pull,no,
HU69697,HUNTER,Collar Inari Alu - Strong,no,
YOWUP120,YOWUP,Chill PETFLURRY DOG TURKEY (Box 6 units),no,
HU208651,HUNTER,SOFA ORTHOPEDIC CORBIE 60X40 CM POLYESTER GREEN,no,
VE04784AZ,DGS,Impermeable Acacia Azul,no,
HU47879,HUNTER,Collar Vario Basic Alu - Strong,no,
JU03680,KONG,KONG Wild Knots Bears,no,
JU04162,KONG,KONG CoreStrength Ball,no,
JU03020,KONG,KONG Extreme,no,
CL05041SPR,RED DINGO,Collar Style,no,
JU03710,KONG,KONG Cuteseas Octopus,no,
CR00691RO,SPRENGER,Sprenger biothane® corre multiposición 230cm rosa,no,
KVP0024,KVP,Check,no,
COA47301ZG1,COMPANY OF ANIMALS,ANATOMY COLLAR GRIS S,no,
CR05018RO,RED DINGO,Correa lisa multiposición,no,
CL00074,SPRENGER,Collar eslabón largo,no,
PT05052RJ,RED DINGO,Petral acolchado Red Dingo,no,
HU69905,HUNTER,Collar Love,no,
CL03050MO,RED DINGO,Collar liso extra-ancho,no,
COA90122A,PET HEAD,Sensitive Soul acondicionador,no,
HU67483,HUNTER,Arnés Hilo Comfort,no,
HU69804,HUNTER,Arnés Hilo Comfort,no,
CL05014BL,RED DINGO,Collar liso perro,no,
PT05023TQ,RED DINGO,Petral liso,no,
JU03088,KONG,KONG Puppy Binkie,no,
JU03036,KONG,KONG Extreme Ball,no,
HU68895,HUNTER,Correa ajustable Hilo,no,
JU04121,KONG,KONG Classic with Rope,no,
HU64093,HUNTER,Collar Neopren Reflect,no,
HU208589,HUNTER,CUSHION DOG/CAT LOPPA 80 CM POLYESTER WHITE,no,
CR05041SBR,RED DINGO,Correa Style,no,
CR05043SCG,RED DINGO,Correa Style,no,
HU201768,HUNTER,Correa Divo Up,no,
PT05062FX,RED DINGO,Petral No-Pull,no,
HU61806,HUNTER,Sofá Gent Antibacteriano,no,
KVP0018,KVP,KONG Quick Fit,no,
HU200300,HUNTER,Cama Rockford,no,
CR05042CMF,RED DINGO,Correa Style,no,
CL05043SLR,RED DINGO,Collar Style,no,
HU66665,HUNTER,Arnés Hilo Comfort,no,
CL05011NE,RED DINGO,Collar liso perro,no,
JU03010,KONG,KONG Extreme,no,
COA47204A,COMPANY OF ANIMALS,Halti anatomy correa multiposición,no,
PT05022MO,RED DINGO,Petral liso,no,
CR05018LM,RED DINGO,Correa lisa multiposición,no,
PT05064NE,RED DINGO,Petral No-Pull,no,
PT05022TQ,RED DINGO,Petral liso,no,
HU66683,HUNTER,Arnés Hilo Comfort,no,
HU67261,HUNTER,Collar Aalborg Special,no,
CL05013NA,RED DINGO,Collar liso perro,no,
COA62520A,COMPANY OF ANIMALS,Baskerville ultra bozal,no,
HU42831,HUNTER,Collar Swiss,no,
CR05017LM,RED DINGO,Correa lisa multiposición,no,
HU67464,HUNTER,Arnés Hilo Comfort,no,
CR05011MO,RED DINGO,Correa lisa,no,
HU208613,HUNTER,SOFA LOPPA 80X60 CM POLYESTER BROWN,no,
HU201749,HUNTER,Arnés Divo Up,no,
PT05023RJ,RED DINGO,Petral liso,no,
CL05041SCG,RED DINGO,Collar Style,no,
HU208578,HUNTER,COLLAR HAVANNA 45-65/XL PLASTIC TAUPE/SMOKY BLUE,no,
JU03595,KONG,KONG Training Dummy,no,
HU69739,HUNTER,Abrigo Milford,no,
HU66071,HUNTER,Collar Aalborg,no,
COA90133A,PET HEAD,Sensitive Soul spray,no,
MFP030081,MEN FOR SAN,Champú pelo Marrón,no,
HU208434,HUNTER,COLLAR HAVANNA 45-65/XL PLASTIC BLACK,no,
HU66645,HUNTER,Arnés Hilo Comfort,no,
COA29221B,COMPANY OF ANIMALS,Carsafe Dog Travel Harness,no,
CR05014RJ,RED DINGO,Correa lisa,no,
CL05044CMF,RED DINGO,Collar Style,no,
HU66629,HUNTER,Collar Hilo Vario Basic,no,
CR05013LM,RED DINGO,Correa lisa,no,
MFP085,MEN FOR SAN,Champú repelente de insectos,no,
CL05042SLR,RED DINGO,Collar Style,no,
CR05014TQ,RED DINGO,Correa lisa,no,
HU67477,HUNTER,Arnés Hilo Comfort,no,
COA29060B,COMPANY OF ANIMALS,Carsafe Dog Travel Harness,no,
PT05066RJ,RED DINGO,Petral No-Pull,no,
CL05014NA,RED DINGO,Collar liso perro,no,
HU67242,HUNTER,Collar Aalborg Special,no,
CR05042SBT,RED DINGO,Correa Style,no,
HU69783,HUNTER,Arnés Maldon Up,no,
COA29260B,COMPANY OF ANIMALS,Carsafe Dog Travel Harness,no,
CL05013LM,RED DINGO,Collar liso perro,no,
PT05062RJ,RED DINGO,Petral No-Pull,no,
KVP0042,KVP,Saf-T-Clear,no,
HU62884,HUNTER,Pullover Malmö,no,
KVP0376,KVP,Camiseta de recuperación,no,
COA47307ZG1,COMPANY OF ANIMALS,ANATOMY COLLAR TURQUESA L,no,
PT05043SBR,RED DINGO,Petral Style,no,
CL05021NE,RED DINGO,Acople para dos perros,no,
CR05042SCG,RED DINGO,Correa Style,no,
CL05013FX,RED DINGO,Collar liso perro,no,
JU03002,KONG,KONG Classic,no,
COA62420A,COMPANY OF ANIMALS,Baskerville ultra bozal,no,
HU68905,HUNTER,Collar Convenience,no,
CL00081,SPRENGER,Collar eslabón retorcido,no,
COCOSI190,COCOSI,Estofado casero para perro de ternera,no,
HU63145,HUNTER,Collar Convenience,no,
HU69751,HUNTER,Abrigo Milford,no,
HU208518,HUNTER,COLLAR HAVANNA 40/S PLASTIC GREEN/ORANGE,no,
JU03039,KONG,KONG Extreme Goodie Bone,no,
CL05011FX,RED DINGO,Collar liso perro,no,
CR05043SBT,RED DINGO,Correa Style,no,
CL05011TQ,RED DINGO,Collar liso perro,no,
CL00549,SPRENGER,Collar eslabón retorcido,no,
HU68903,HUNTER,Collar Convenience,no,
JU03427,KONG,KONG Cozie Brights Assorted,no,
VE04785AZ,DGS,Impermeable Acacia Azul,no,
JU04178,KONG,KONG Ballistic Hide’n Treat,no,
JU03424,KONG,KONG Safestix,no,
PT05041SPA,RED DINGO,Petral Style,no,
COA29060B,COMPANY OF ANIMALS,Carsafe Crash Tested Dog Harness,no,
HU204973,HUNTER,Comedero Cerámica Osby,no,
HU66661,HUNTER,Arnés Hilo Comfort,no,
HU69795,HUNTER,Arnés Hilo Comfort,no,
CL05041PIR,RED DINGO,Collar Style,no,
HU66072,HUNTER,Collar Aalborg,no,
COA64220A,COMPANY OF ANIMALS,Baskerville classic basket bozal,no,
CR05016AM,RED DINGO,Correa lisa multiposición,no,
HU67244,HUNTER,Collar Aalborg Special,no,
HU69813,HUNTER,Arnés Hilo Comfort,no,
COA64820A,COMPANY OF ANIMALS,Baskerville classic basket bozal,no,
VE04783NE,DGS,Impermeable Acacia Negro,no,
HU66662,HUNTER,Arnés Hilo Comfort,no,
HU41867,HUNTER,Collar Swiss,no,
HU67136,HUNTER,Arnés Hilo Comfort,no,
PT05042PIR,RED DINGO,Petral Style,no,
HU66643,HUNTER,Arnés Hilo Comfort,no,
PT05021BL,RED DINGO,Petral liso,no,
HU69769,HUNTER,Arnés Maldon Up,no,
PT05022RO,RED DINGO,Petral liso,no,
PT05022FX,RED DINGO,Petral liso,no,
HU67134,HUNTER,Arnés Hilo Comfort,no,
VE04775,DGS,Abrigo Aspen Negro Meteor Reflect,no,
COA29160B,COMPANY OF ANIMALS,Carsafe Dog Travel Harness,no,
HU63133,HUNTER,Collar Convenience,no,
HU68920,HUNTER,Collar Convenience,no,
HU42050,HUNTER,Collar Swiss,no,
HU62973,HUNTER,Abrigo Uppsala,no,
CR05013RO,RED DINGO,Correa lisa,no,
HU66348,HUNTER,Pullover Malmö,no,
CR05018NA,RED DINGO,Correa lisa multiposición,no,
CR05011BL,RED DINGO,Correa lisa,no,
MFG033921,MEN FOR SAN,Collar anti-insectos perros pequeños,no,
HU69775,HUNTER,Arnés Maldon Up,no,
CR05011MA,RED DINGO,Correa lisa,no,
HU208539,HUNTER,COLLAR HAVANNA 40-55/L PLASTIC GREEN/ORANGE,no,
PT05042SPF,RED DINGO,Petral Style,no,
HU63141,HUNTER,Collar Convenience,no,
CL03051NE,RED DINGO,Collar liso extra-ancho,no,
HU61188,HUNTER,Collar Softie,no,
COA47103A,COMPANY OF ANIMALS,Halti anatomy arnés gris,no,
VE04786NE,DGS,Impermeable Acacia Negro,no,
HU67478,HUNTER,Arnés Hilo Comfort,no,
HU47773,HUNTER,Collar Softie,no,
HU62878,HUNTER,Pullover Malmö,no,
CL00052,SPRENGER,Collar eslabón corto,no,
HU203463,HUNTER,Abrigo Paxson,no,
AL01271,KONG,KONG Snacks Puppy,no,
HU65545,HUNTER,Bozal Albury,no,
JU00783,SPRENGER,Sprenger dog toy cushion s 15x20cm,no,
HU208422,HUNTER,COLLAR HAVANNA 60/L PLASTIC BLACK,no,
CL00541,SPRENGER,Collar eslabón retorcido,no,
PT05020AM,RED DINGO,Petral liso,no,
VE04784CO,DGS,Impermeable Acacia Coral,no,
HU68087,HUNTER,Arnés London Comfort Antracita,no,
PT05020RO,RED DINGO,Petral liso,no,
CR05014MO,RED DINGO,Correa lisa,no,
CL05011BL,RED DINGO,Collar liso perro,no,
PT05065MO,RED DINGO,Petral No-Pull,no,
COATB01,COMPANY OF ANIMALS,Boomer ball,no,
HU66601,HUNTER,Arnés Hilo Comfort,no,
CL05013MA,RED DINGO,Collar liso perro,no,
CD00102RO20,UNITED PETS,Recambio Bon Ton Nano,no,
CL00219,SPRENGER,Collar eslabón retorcido,no,
CL00270,SPRENGER,Collar eslabón largo,no,
KVP0003,KVP,Betsy Collar,no,
HU66647,HUNTER,Arnés Hilo Comfort,no,
HU63137,HUNTER,Collar Convenience,no,
CR05014NE,RED DINGO,Correa lisa,no,
HU69768,HUNTER,Arnés Maldon Up,no,
HU69501,HUNTER,Pullover Malmö,no,
CL05013MO,RED DINGO,Collar liso perro,no,
PT05042SBR,RED DINGO,Petral Style,no,
HU64090,HUNTER,Sofá Gent Antibacteriano,no,
CL00690NA,SPRENGER,Sprenger biothane® correa corta 35cm naranja,no,
PT05062MO,RED DINGO,Petral No-Pull,no,
JU03049,KONG,KONG Aqua,no,
HU68675,HUNTER,Cushion Dog/Cat Loppa 60 cm Polyester anthracite,no,
HU47877,HUNTER,Collar Vario Basic Alu - Strong,no,
CD00103RO20,UNITED PETS,Recambio Bon Ton Nano,no,
COCOSI206,COCOSI,Estofado casero para perro de ternera,no,
CL05042SPA,RED DINGO,Collar Style,no,
KVP0146,KVP,Bite Free,no,
HU68088,HUNTER,Arnés London Comfort Antracita,no,
HU208599,HUNTER,SOFA LOPPA 60X40 CM POLYESTER WHITE,no,
JU04281,KONG,KONG Shakers Honkers Duck,no,
PT05043SPB,RED DINGO,Petral Style,no,
HU204938,HUNTER,Sofa Kumara 100x70 cm Polyester grey,no,
CL05012AM,RED DINGO,Collar liso perro,no,
VE04772,DGS,Abrigo Aspen Negro Meteor Reflect,no,
HU201809,HUNTER,Arnés Soho Mini,no,
HU66622,HUNTER,Arnés Hilo Comfort,no,
COA47315ZG1,COMPANY OF ANIMALS,ANATOMY COLLAR VERDE L,no,
HU67247,HUNTER,Collar Aalborg Special,no,
HU68340,HUNTER,Collar Aalborg,no,
CL00342,SPRENGER,Collar eslabón corto,no,
CL05041SLR,RED DINGO,Collar Style,no,
HU67135,HUNTER,Arnés Hilo Comfort,no,
KVP0151,KVP,EZ Soft,no,
HU68062,HUNTER,Arnés London Comfort Lima,no,
HU65550,HUNTER,Bozal Albury,no,
HU65047,HUNTER,Cama Lancaster,no,
CL03050NE,RED DINGO,Collar liso extra-ancho,no,
HU201820,HUNTER,Arnés Soho Mini,no,
CR05014AM,RED DINGO,Correa lisa,no,
CL00547,SPRENGER,Collar eslabón retorcido,no,
AL01250,KONG,KONG Snacks Liver,no,
JU04289,KONG,KONG Goodie Ribbon,no,
HU69903,HUNTER,Collar Love,no,
CR05043SLR,RED DINGO,Correa Style,no,
HU91368,HUNTER,Comedero de Melamina,no,
HU68673,HUNTER,Cushion Dog/Cat Loppa 60 cm Polyester white,no,
JU03944,KONG,KONG Puppy Ball,no,
HU204898,HUNTER,Comedero Luton,no,
HU203465,HUNTER,Abrigo Paxson,no,
HU201798,HUNTER,Arnés Soho Mini,no,
PT05064TQ,RED DINGO,Petral No-Pull,no,
HU201777,HUNTER,Correa Divo Up,no,
PT05063MO,RED DINGO,Petral No-Pull,no,
PT05044PIR,RED DINGO,Petral Style,no,
CA04005GR,DGS,Dirty dog doormat,no,
KVP0011,KVP,KONG Quick Fit,no,
HU66607,HUNTER,Arnés Hilo Comfort,no,
HU208560,HUNTER,COLLAR HAVANNA 50/M PLASTIC TAUPE/SMOKY BLUE,no,
HU66606,HUNTER,Arnés Hilo Comfort,no,
HU63131,HUNTER,Collar Convenience,no,
PT05041STV,RED DINGO,Petral Style,no,
CL03010FX,RED DINGO,Collar liso gato,no,
HU61802,HUNTER,Colchón Antibacterias Gent,no,
HU208649,HUNTER,SOFA ORTHOPEDIC CORBIE 100X70 CM POLYESTER ANTHRACITE,no,
HU66628,HUNTER,Collar Hilo Vario Basic,no,
KVP0007,KVP,Betsy Collar,no,
HU208488,HUNTER,COLLAR HAVANNA 50/M PLASTIC BLACKBERRY,no,
HU208428,HUNTER,COLLAR HAVANNA 30-45/M PLASTIC BLACK,no,
COA47205A,COMPANY OF ANIMALS,Halti anatomy correa multiposición,no,
PT05024BL,RED DINGO,Petral liso,no,
HU42825,HUNTER,Collar Swiss,no,
HU47539,HUNTER,Collar Vario Basic Alu - Strong,no,
HU69687,HUNTER,Collar Inari Alu - Strong,no,
KVP0012,KVP,KONG Quick Fit,no,
HU66682,HUNTER,Arnés Hilo Comfort,no,
HU69772,HUNTER,Arnés Maldon Up,no,
COA29121B,COMPANY OF ANIMALS,Carsafe Dog Travel Harness,no,
CL05041SPB,RED DINGO,Collar Style,no,
HU204877,HUNTER,Comedero Chester,no,
COCOSI169,COCOSI,Estofado casero para perro de ternera,no,
HU47541,HUNTER,Collar Vario Basic Alu - Strong,no,
CL05043STV,RED DINGO,Collar Style,no,
MFE033969,MEN FOR SAN,Champú antiinsectos repelente para caballos,no,
JU03135,KONG,KONG Senior Rubber Toys,no,
JU03715,KONG,KONG Cuteseas Octopus,no,
HU68134,HUNTER,Arnés London Comfort Marrón,no,
CL05011MO,RED DINGO,Collar liso perro,no,
HU68672,HUNTER,Cushion Dog/Cat Loppa 50 cm Polyester white,no,
KVP0340,KVP,Vara de control y recambio,no,
HU68090,HUNTER,Arnés London Comfort Antracita,no,
COA47113A,COMPANY OF ANIMALS,Halti anatomy arnés burdeos,no,
PT05041SCG,RED DINGO,Petral Style,no,
HU63139,HUNTER,Collar Convenience,no,
HU67165,HUNTER,Collar Hilo Vario Basic,no,
HU66650,HUNTER,Collar Hilo Vario Plus,no,
HU201818,HUNTER,Arnés Soho Mini,no,
JU03475,KONG,KONG Goodie Bone with rope,no,
PT05061FX,RED DINGO,Petral No-Pull,no,
JU04386,KONG,KONG Ogee Stick Assorted,no,
HU69802,HUNTER,Arnés Hilo Comfort,no,
CR05017MA,RED DINGO,Correa lisa multiposición,no,
JU04092,KONG,KONG Dotz Triangle,no,
PT05050TQ,RED DINGO,Petral acolchado Red Dingo,no,
HU203340,HUNTER,Collar VB ALU-Strong,no,
HU64113,HUNTER,Collar Neopren Reflect,no,
PT05023NE,RED DINGO,Petral liso,no,
COA15424ZG1,COMPANY OF ANIMALS,Arnés halti antitirones,no,
PT05051FX,RED DINGO,Petral acolchado Red Dingo,no,
PT05053MO,RED DINGO,Petral acolchado Red Dingo,no,
HU42829,HUNTER,Collar Swiss,no,
CL00222,SPRENGER,Collar eslabón retorcido,no,
HU92088,HUNTER,Comedero de Melamina,no,
HU66591,HUNTER,Collar Hilo Vario Plus,no,
COA47101A,COMPANY OF ANIMALS,Halti anatomy arnés gris,no,
CL03051MA,RED DINGO,Collar liso extra-ancho,no,
COA47306ZG1,COMPANY OF ANIMALS,ANATOMY COLLAR TURQUESA M,no,
KVP0370,KVP,Camiseta de recuperación,no,
HU66588,HUNTER,Collar Hilo Vario Basic,no,
CL05012FX,RED DINGO,Collar liso perro,no,
